Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 工业方块
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 神庙苔石
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 未来风格金属块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 爱之方块
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 元始虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 符文虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 黑色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 黑色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 红色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 红色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 绿色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 绿色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 棕色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 棕色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 紫色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 紫色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 青色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 青色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 灰色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 灰色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 黄色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 黄色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 品红色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 品红色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 橙色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 橙色地毯
appliedenergistics2:facade:0, 线缆伪装板 - 地毯
appliedenergistics2:facade:0, 线缆伪装板 - 地毯
appliedenergistics2:facade:0, 线缆伪装板 - 紧实型压缩空间壁
appliedenergistics2:facade:0, 线缆伪装板 - 压缩空间壁
appliedenergistics2:facade:0, 线缆伪装板 - 磁钢块
appliedenergistics2:facade:0, 线缆伪装板 - 基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 强化黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 机器框架（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白灵魂机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 红色机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 破损的刷怪箱（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 透明方块（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 合金炉（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 物品缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 能量缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 多功能缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 创造模式缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 合成器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 喷涂机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 能量监控器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - SAG 磨粉机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 头颅装配机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 斯特林发电机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 流体储罐（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 高压流体储罐（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 旅行锚（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空箱子（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 无线充能器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空经验箱（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易合金炉（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易斯特林发电机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 有线充能器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易 SAG 磨粉机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 工业隔离方块
appliedenergistics2:facade:0, 线缆伪装板 - 混乱炸药
appliedenergistics2:facade:0, 线缆伪装板 - 震荡炸药
appliedenergistics2:facade:0, 线缆伪装板 - 末影炸药
appliedenergistics2:facade:0, 线缆伪装板 - 粗钢块
appliedenergistics2:facade:0, 线缆伪装板 - 无线充能天线放大器
appliedenergistics2:facade:0, 线缆伪装板 - 水泥
appliedenergistics2:facade:0, 线缆伪装板 - 绿色黏滑泥泞
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色黏滑泥泞
appliedenergistics2:facade:0, 线缆伪装板 - 黄泉土
appliedenergistics2:facade:0, 线缆伪装板 - 神圣土
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩黏滑泥泞
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝血块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固血块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 钴矿石
appliedenergistics2:facade:0, 线缆伪装板 - 阿迪特矿石
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩木
appliedenergistics2:facade:0, 线缆伪装板 - 烈焰木
appliedenergistics2:facade:0, 线缆伪装板 - 泥砖
appliedenergistics2:facade:0, 线缆伪装板 - 钴块
appliedenergistics2:facade:0, 线缆伪装板 - 阿迪特块
appliedenergistics2:facade:0, 线缆伪装板 - 玛玉灵块
appliedenergistics2:facade:0, 线缆伪装板 - 骑士史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 生铁块
appliedenergistics2:facade:0, 线缆伪装板 - 精致珠宝块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆树叶
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆树叶
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆树叶
appliedenergistics2:facade:0, 线缆伪装板 - 干燥粘土
appliedenergistics2:facade:0, 线缆伪装板 - 干燥粘土砖
appliedenergistics2:facade:0, 线缆伪装板 - 平滑褐岩块
appliedenergistics2:facade:0, 线缆伪装板 - 粗质褐岩块
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩盖板石
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 裂纹褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 平滑褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 雕琢褐岩块
appliedenergistics2:facade:0, 线缆伪装板 - 三角纹褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 细纹褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩瓷砖块
appliedenergistics2:facade:0, 线缆伪装板 - 橡木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铝土矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铀矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 焦炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 高炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 强化高炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 焦煤块
appliedenergistics2:facade:0, 线缆伪装板 - 麻凝土
appliedenergistics2:facade:0, 线缆伪装板 - 混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 混凝土砖
appliedenergistics2:facade:0, 线缆伪装板 - 镀铅混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 绝缘玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 窑砖
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 铜板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铝板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铅板方块
appliedenergistics2:facade:0, 线缆伪装板 - 银板方块
appliedenergistics2:facade:0, 线缆伪装板 - 镍板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铀板方块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜板方块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金板方块
appliedenergistics2:facade:0, 线缆伪装板 - 钢板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铁板方块
appliedenergistics2:facade:0, 线缆伪装板 - 金板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铜线圈
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金线圈
appliedenergistics2:facade:0, 线缆伪装板 - 高压线圈
appliedenergistics2:facade:0, 线缆伪装板 - 红石工程块
appliedenergistics2:facade:0, 线缆伪装板 - 轻型工程块
appliedenergistics2:facade:0, 线缆伪装板 - 重型工程块
appliedenergistics2:facade:0, 线缆伪装板 - 发电机模块
appliedenergistics2:facade:0, 线缆伪装板 - 散热器模块
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 黎明石块
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 方镁矾砖块
appliedenergistics2:facade:0, 线缆伪装板 - 灰石
appliedenergistics2:facade:0, 线缆伪装板 - 灰石砖
appliedenergistics2:facade:0, 线缆伪装板 - 灰石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 古代砖
appliedenergistics2:facade:0, 线缆伪装板 - 古代镶边砖
appliedenergistics2:facade:0, 线缆伪装板 - 古代瓦块
appliedenergistics2:facade:0, 线缆伪装板 - 古代灯笼
appliedenergistics2:facade:0, 线缆伪装板 - 石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 密封板
appliedenergistics2:facade:0, 线缆伪装板 - 加固密封板
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 铝矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青铜块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 淡蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 黄绿色
appliedenergistics2:paint_ball:6, 染色球 - 粉红色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 淡灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 淡蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 黄绿色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉红色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 淡灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
